greg,n,kant,97,blonde,blue,grape,banana,pineapple
hellen,r,johnson,53,white,brown,grape,pineapple,banana
sally,j,dirac,3,blonde,black,banana,apple,lemon
nathan,m,johnson,63,blonde,green,apple,banana,lemon
georgia,s,johnson,29,brunette,blue,lemon,apple,pineapple
nathan,t,bach,65,blonde,brown,apple,grape,banana
greg,i,mozart,49,red,green,blueberry,strawberry,lemon
mike,s,johnson,81,red,brown,banana,lemon,pineapple
john,o,carlsen,21,red,blue,pineapple,blueberry,strawberry
amy,d,dirac,64,white,brown,blueberry,grape,apple
peter,b,mozart,43,brunette,brown,apple,grape,banana
joseph,b,johnson,27,red,grey,banana,pineapple,strawberry
greg,c,kant,31,blonde,grey,blueberry,apple,pineapple
hellen,k,smith,40,red,grey,strawberry,pineapple,lemon
tristan,t,mozart,19,brunette,blue,strawberry,apple,pineapple
hellen,v,carlsen,83,white,blue,grape,blueberry,lemon
greg,t,mozart,33,brunette,black,pineapple,grape,blueberry
amy,a,mozart,84,red,black,grape,lemon,strawberry
peter,m,bach,8,white,black,grape,strawberry,banana
hellen,b,mozart,29,white,brown,apple,lemon,blueberry
amy,z,kant,13,blonde,black,pineapple,apple,grape
sally,o,carlsen,78,blonde,brown,pineapple,grape,strawberry
greg,x,johnson,59,brunette,black,lemon,banana,grape
joe,r,kant,77,red,black,pineapple,blueberry,strawberry
amy,d,smith,14,blonde,black,apple,lemon,strawberry
peter,y,mozart,49,red,blue,lemon,banana,grape
carla,h,bach,84,red,black,banana,strawberry,grape
hellen,l,bach,91,white,brown,apple,banana,blueberry
rose,s,smith,53,red,green,pineapple,blueberry,grape
peter,j,einstein,52,white,green,grape,banana,strawberry
peter,d,mozart,27,blonde,green,strawberry,pineapple,apple
sally,m,dirac,100,white,brown,apple,banana,grape
peter,i,smith,87,red,black,lemon,pineapple,apple
john,o,johnson,79,brunette,blue,pineapple,apple,banana
amy,e,dirac,18,brunette,green,grape,blueberry,lemon
tristan,e,kant,3,red,brown,grape,pineapple,strawberry
joseph,m,smith,25,red,grey,strawberry,apple,pineapple
amy,v,einstein,94,red,black,pineapple,blueberry,lemon
georgia,a,johnson,23,blonde,brown,grape,banana,apple
nathan,g,johnson,90,blonde,black,strawberry,lemon,grape
greg,a,dirac,27,white,grey,strawberry,grape,pineapple
john,q,mozart,9,white,grey,strawberry,banana,lemon
carla,p,carlsen,18,red,green,strawberry,apple,blueberry
greg,d,kant,79,white,green,apple,banana,lemon
hellen,h,carlsen,53,white,brown,blueberry,banana,pineapple
mike,m,kant,1,red,green,pineapple,strawberry,grape
greg,a,mozart,59,red,blue,grape,pineapple,banana
mike,a,carlsen,23,white,green,grape,lemon,blueberry
georgia,z,carlsen,50,blonde,green,lemon,banana,strawberry
georgia,w,bach,29,white,brown,grape,banana,blueberry
joe,y,kant,33,white,grey,banana,pineapple,lemon
hellen,k,kant,100,red,black,strawberry,lemon,apple
tristan,d,johnson,81,white,brown,grape,banana,blueberry
nathan,x,kant,74,red,green,apple,grape,blueberry
greg,j,einstein,6,brunette,green,lemon,strawberry,pineapple
georgia,s,dirac,37,white,grey,banana,pineapple,blueberry
hellen,x,dirac,48,white,blue,apple,blueberry,grape
amy,t,carlsen,15,red,grey,grape,banana,pineapple
joe,u,carlsen,100,red,brown,grape,apple,strawberry
georgia,q,carlsen,71,brunette,grey,grape,blueberry,banana
greg,c,dirac,64,blonde,green,apple,strawberry,pineapple
carla,i,einstein,93,blonde,grey,banana,grape,blueberry
georgia,y,johnson,16,brunette,blue,lemon,blueberry,pineapple
tristan,b,einstein,11,blonde,grey,blueberry,banana,strawberry
peter,x,kant,27,brunette,green,lemon,apple,banana
rose,r,carlsen,60,white,blue,strawberry,pineapple,blueberry
greg,t,dirac,53,blonde,blue,apple,lemon,strawberry
tristan,a,johnson,39,white,grey,blueberry,strawberry,lemon
john,r,johnson,19,brunette,black,grape,pineapple,apple
mike,m,carlsen,100,white,blue,pineapple,grape,apple
joseph,i,mozart,62,blonde,black,apple,grape,lemon
greg,y,kant,1,brunette,brown,pineapple,grape,banana
hellen,n,bach,33,white,green,blueberry,strawberry,pineapple
carla,i,kant,65,blonde,grey,pineapple,grape,apple
greg,x,mozart,61,white,green,grape,apple,strawberry
joseph,i,johnson,39,brunette,green,grape,blueberry,lemon
joe,t,mozart,53,white,black,pineapple,blueberry,grape
joe,s,johnson,79,white,black,lemon,strawberry,grape
nathan,l,kant,78,blonde,black,apple,lemon,banana
georgia,s,carlsen,61,white,grey,pineapple,blueberry,strawberry
tristan,v,kant,64,blonde,black,blueberry,strawberry,grape
mike,x,smith,48,white,green,apple,pineapple,grape
rose,s,bach,36,brunette,brown,blueberry,strawberry,pineapple
tristan,m,kant,54,red,black,blueberry,lemon,grape
rose,q,dirac,18,blonde,blue,lemon,apple,grape
georgia,a,bach,7,red,grey,pineapple,strawberry,apple
sally,q,kant,27,blonde,brown,lemon,apple,strawberry
greg,u,carlsen,29,blonde,brown,banana,pineapple,lemon
tristan,y,johnson,33,red,blue,pineapple,grape,blueberry
georgia,i,kant,65,blonde,black,banana,grape,apple
amy,m,carlsen,85,brunette,grey,grape,blueberry,strawberry
amy,j,bach,55,red,grey,banana,apple,lemon
joseph,a,smith,64,red,brown,grape,lemon,strawberry
sally,g,johnson,14,brunette,green,apple,lemon,blueberry
sally,g,bach,68,white,green,apple,lemon,blueberry
sally,q,carlsen,75,brunette,grey,blueberry,pineapple,apple
mike,q,dirac,5,brunette,brown,strawberry,banana,apple
tristan,g,johnson,2,blonde,black,pineapple,blueberry,lemon
georgia,t,dirac,49,red,green,banana,grape,lemon
amy,w,einstein,45,brunette,brown,banana,lemon,grape
hellen,l,dirac,54,brunette,black,strawberry,blueberry,pineapple
sally,a,johnson,31,brunette,brown,pineapple,grape,lemon
amy,h,kant,85,brunette,green,apple,banana,lemon
joe,e,kant,74,red,brown,banana,strawberry,lemon
joseph,k,kant,34,red,green,banana,pineapple,strawberry
amy,m,kant,13,blonde,brown,apple,grape,pineapple
amy,q,bach,47,brunette,grey,strawberry,pineapple,grape
hellen,w,einstein,35,blonde,black,apple,pineapple,strawberry
georgia,a,mozart,84,brunette,blue,banana,grape,pineapple
nathan,h,kant,53,red,brown,grape,blueberry,lemon
georgia,d,bach,4,blonde,green,grape,strawberry,apple
joseph,z,dirac,25,blonde,blue,apple,strawberry,pineapple
greg,p,carlsen,97,red,grey,pineapple,lemon,banana
mike,t,carlsen,2,white,brown,apple,grape,lemon
peter,v,smith,61,brunette,brown,strawberry,lemon,apple
rose,w,dirac,98,blonde,brown,grape,pineapple,apple
nathan,z,bach,67,brunette,blue,banana,pineapple,lemon
nathan,o,dirac,34,brunette,blue,blueberry,lemon,pineapple
john,o,einstein,83,blonde,grey,grape,blueberry,strawberry
rose,t,bach,53,red,green,strawberry,banana,lemon
nathan,e,johnson,3,brunette,blue,banana,lemon,grape
nathan,g,smith,23,white,blue,blueberry,grape,pineapple
sally,j,smith,25,white,green,banana,apple,strawberry
joseph,d,einstein,41,brunette,black,blueberry,strawberry,lemon
rose,x,kant,83,red,blue,blueberry,pineapple,apple
sally,f,carlsen,35,white,brown,pineapple,grape,blueberry
rose,e,carlsen,42,white,blue,blueberry,banana,strawberry
mike,d,smith,58,red,grey,strawberry,pineapple,banana
hellen,w,bach,66,white,grey,strawberry,grape,apple
joseph,g,dirac,90,brunette,grey,lemon,strawberry,grape
greg,o,johnson,8,red,black,strawberry,grape,apple
carla,n,einstein,89,white,green,apple,blueberry,pineapple
joe,d,johnson,29,red,green,apple,blueberry,pineapple
carla,v,kant,45,red,black,lemon,apple,blueberry
hellen,o,dirac,81,blonde,brown,lemon,strawberry,grape
john,x,bach,92,brunette,brown,strawberry,pineapple,grape
georgia,r,mozart,54,red,green,blueberry,apple,banana
joseph,f,einstein,2,red,green,lemon,pineapple,blueberry
nathan,h,smith,0,blonde,grey,apple,pineapple,blueberry
joe,x,johnson,51,red,grey,strawberry,grape,blueberry
mike,p,einstein,24,white,green,apple,grape,blueberry
hellen,v,johnson,27,brunette,grey,apple,banana,strawberry
john,t,johnson,64,red,black,banana,grape,apple
hellen,s,mozart,76,white,black,blueberry,banana,grape
joe,p,dirac,44,white,green,lemon,blueberry,strawberry
georgia,u,kant,65,white,grey,pineapple,grape,apple
tristan,e,einstein,25,red,brown,pineapple,blueberry,banana
hellen,v,mozart,80,white,blue,banana,strawberry,pineapple
sally,d,einstein,15,white,black,banana,pineapple,blueberry
joe,i,smith,74,brunette,grey,strawberry,banana,grape
peter,c,mozart,45,red,brown,lemon,banana,grape
georgia,s,kant,30,red,black,blueberry,pineapple,grape
nathan,f,smith,57,white,brown,pineapple,lemon,strawberry
hellen,x,smith,1,red,black,blueberry,apple,strawberry
sally,t,smith,9,blonde,brown,blueberry,apple,lemon
joseph,h,bach,69,white,brown,apple,banana,grape
joseph,c,bach,45,brunette,grey,grape,banana,lemon
joseph,h,mozart,89,blonde,blue,pineapple,blueberry,grape
sally,l,johnson,36,white,black,grape,blueberry,pineapple
sally,k,mozart,28,blonde,blue,blueberry,grape,lemon
joe,z,mozart,55,red,black,strawberry,lemon,blueberry
hellen,j,kant,76,red,green,lemon,banana,apple
john,b,bach,89,blonde,green,lemon,apple,blueberry
joe,n,einstein,37,red,brown,pineapple,banana,apple
hellen,r,carlsen,37,red,blue,blueberry,strawberry,grape
peter,j,mozart,92,brunette,green,grape,apple,blueberry
carla,x,mozart,73,brunette,green,strawberry,lemon,pineapple
joseph,k,einstein,62,white,brown,lemon,blueberry,pineapple
john,k,dirac,49,brunette,black,blueberry,banana,lemon
tristan,h,carlsen,57,white,blue,banana,apple,pineapple
peter,u,carlsen,8,red,black,blueberry,grape,strawberry
hellen,l,kant,34,blonde,grey,banana,apple,blueberry
greg,z,carlsen,73,red,brown,banana,lemon,strawberry
nathan,u,bach,29,blonde,grey,blueberry,apple,lemon
carla,a,kant,16,blonde,green,lemon,apple,grape
georgia,d,mozart,46,brunette,brown,lemon,banana,grape
nathan,k,carlsen,2,red,green,blueberry,apple,pineapple
peter,x,smith,29,blonde,black,banana,strawberry,apple
rose,o,smith,93,white,brown,grape,pineapple,apple
joseph,w,mozart,7,blonde,grey,strawberry,banana,grape
john,g,kant,24,white,brown,apple,strawberry,pineapple
rose,u,kant,44,blonde,brown,strawberry,pineapple,blueberry
greg,y,smith,9,white,green,blueberry,lemon,apple
georgia,t,johnson,54,blonde,grey,grape,banana,pineapple
nathan,e,bach,85,blonde,brown,strawberry,banana,blueberry
hellen,v,bach,36,red,green,lemon,banana,pineapple
sally,c,mozart,73,white,blue,blueberry,lemon,apple
joseph,c,smith,84,white,green,banana,lemon,blueberry
rose,c,smith,11,brunette,blue,banana,blueberry,lemon
joseph,f,bach,40,white,blue,lemon,strawberry,grape
sally,g,mozart,62,white,black,grape,pineapple,lemon
greg,b,dirac,99,blonde,black,lemon,blueberry,banana
joe,n,johnson,44,red,green,grape,apple,pineapple
rose,y,bach,59,brunette,blue,pineapple,banana,apple
tristan,h,bach,80,white,grey,blueberry,strawberry,apple
carla,c,dirac,65,brunette,grey,strawberry,grape,lemon
john,h,mozart,40,brunette,grey,pineapple,banana,blueberry
nathan,v,kant,27,blonde,green,pineapple,lemon,blueberry
georgia,s,einstein,41,white,grey,pineapple,apple,blueberry
joseph,m,johnson,6,red,blue,pineapple,blueberry,grape
hellen,h,dirac,6,blonde,black,apple,strawberry,lemon
carla,r,smith,44,white,black,lemon,strawberry,blueberry
georgia,j,dirac,37,brunette,blue,blueberry,banana,pineapple
sally,w,mozart,88,red,brown,grape,apple,blueberry
rose,i,carlsen,29,white,blue,lemon,pineapple,strawberry
carla,d,mozart,85,blonde,blue,pineapple,apple,strawberry
nathan,n,einstein,57,white,grey,blueberry,grape,lemon
sally,v,johnson,2,brunette,grey,apple,strawberry,lemon
amy,l,smith,76,blonde,blue,grape,pineapple,strawberry
hellen,i,bach,19,brunette,brown,grape,pineapple,lemon
hellen,j,johnson,69,blonde,green,strawberry,pineapple,lemon
john,j,kant,67,white,black,pineapple,blueberry,grape
peter,d,bach,50,white,green,blueberry,lemon,apple
carla,r,johnson,80,blonde,green,blueberry,banana,lemon
georgia,f,dirac,32,blonde,brown,strawberry,apple,grape
georgia,r,smith,35,blonde,black,strawberry,blueberry,banana
mike,p,dirac,79,white,blue,lemon,pineapple,grape
joseph,l,bach,0,white,black,apple,grape,strawberry
amy,w,johnson,72,white,green,banana,pineapple,grape
rose,e,einstein,79,brunette,grey,blueberry,lemon,strawberry
hellen,z,einstein,51,red,blue,lemon,blueberry,apple
nathan,e,einstein,79,white,green,pineapple,grape,apple
peter,j,bach,23,brunette,grey,blueberry,strawberry,pineapple
mike,f,kant,33,blonde,black,banana,blueberry,pineapple
john,i,mozart,31,red,black,strawberry,banana,lemon
rose,q,mozart,70,blonde,grey,lemon,apple,pineapple
greg,y,bach,43,red,grey,lemon,blueberry,strawberry
hellen,f,johnson,8,brunette,grey,strawberry,blueberry,banana
tristan,a,einstein,77,brunette,blue,lemon,pineapple,grape
joe,t,einstein,78,red,grey,apple,grape,banana
joseph,p,einstein,57,blonde,blue,banana,grape,strawberry
rose,z,dirac,8,brunette,grey,apple,grape,strawberry
sally,r,johnson,36,white,grey,pineapple,lemon,banana
peter,x,carlsen,60,red,black,pineapple,blueberry,lemon
sally,t,dirac,61,blonde,brown,strawberry,banana,apple
sally,h,johnson,75,blonde,blue,strawberry,lemon,apple
john,r,mozart,9,white,blue,lemon,strawberry,pineapple
greg,z,johnson,22,blonde,green,banana,pineapple,lemon
peter,z,carlsen,53,red,green,grape,strawberry,banana
peter,o,kant,71,red,black,grape,strawberry,blueberry
sally,x,kant,83,blonde,grey,apple,lemon,strawberry
greg,h,bach,78,blonde,blue,strawberry,blueberry,banana
peter,j,dirac,8,white,black,blueberry,strawberry,apple
john,q,johnson,37,blonde,grey,banana,pineapple,strawberry
greg,s,einstein,25,brunette,green,grape,blueberry,strawberry
carla,a,carlsen,73,brunette,grey,grape,lemon,blueberry
amy,n,johnson,34,red,black,banana,grape,apple
greg,q,einstein,25,brunette,black,strawberry,apple,grape
tristan,c,johnson,94,blonde,black,apple,grape,banana
peter,i,johnson,98,red,brown,apple,banana,lemon
hellen,u,bach,21,red,blue,grape,blueberry,lemon
greg,m,kant,86,white,green,grape,blueberry,pineapple
greg,n,carlsen,68,blonde,grey,banana,pineapple,grape
rose,u,smith,98,brunette,grey,apple,strawberry,pineapple
sally,l,einstein,10,red,blue,apple,banana,blueberry
greg,n,dirac,78,blonde,green,apple,grape,banana
tristan,f,carlsen,82,blonde,green,pineapple,banana,blueberry
georgia,a,carlsen,91,white,black,pineapple,apple,banana
john,n,kant,36,brunette,blue,banana,lemon,apple
greg,w,dirac,93,white,green,apple,strawberry,banana
rose,f,bach,97,brunette,grey,grape,apple,banana
peter,f,johnson,26,brunette,green,apple,banana,strawberry
carla,t,dirac,36,white,black,pineapple,lemon,strawberry
nathan,r,johnson,55,red,blue,blueberry,strawberry,pineapple
peter,z,smith,25,red,green,banana,grape,lemon
carla,k,bach,53,brunette,black,strawberry,banana,apple
amy,r,bach,41,white,brown,pineapple,strawberry,grape
joseph,q,carlsen,60,blonde,blue,apple,banana,lemon
joe,b,mozart,60,red,grey,grape,banana,blueberry
greg,f,bach,79,red,black,pineapple,lemon,banana
georgia,e,einstein,38,white,green,lemon,apple,pineapple
hellen,h,bach,14,blonde,grey,grape,apple,blueberry
georgia,o,einstein,30,white,black,apple,grape,lemon
peter,z,einstein,34,brunette,green,pineapple,grape,banana
georgia,x,carlsen,47,white,grey,pineapple,lemon,blueberry
joseph,r,smith,12,red,grey,strawberry,apple,lemon
nathan,x,johnson,66,white,black,banana,strawberry,pineapple
joseph,k,dirac,20,red,grey,apple,banana,pineapple
tristan,s,mozart,48,brunette,black,pineapple,blueberry,apple
nathan,j,johnson,5,blonde,brown,lemon,grape,banana
nathan,a,kant,17,white,blue,apple,grape,strawberry
peter,o,bach,66,white,grey,grape,apple,strawberry
rose,x,mozart,75,white,black,strawberry,apple,banana
rose,o,johnson,17,white,green,strawberry,lemon,grape
sally,p,carlsen,12,red,green,pineapple,grape,blueberry
rose,s,mozart,100,blonde,black,lemon,pineapple,strawberry
peter,o,johnson,58,red,grey,blueberry,apple,lemon
carla,n,smith,49,blonde,blue,grape,apple,pineapple
tristan,i,johnson,89,blonde,grey,pineapple,lemon,banana
nathan,u,einstein,92,brunette,black,strawberry,banana,lemon
peter,m,mozart,55,brunette,grey,pineapple,apple,banana
rose,p,johnson,17,brunette,blue,grape,apple,strawberry
john,l,kant,9,white,blue,apple,grape,banana
joe,r,einstein,26,brunette,grey,banana,lemon,apple
greg,e,smith,93,red,black,lemon,pineapple,strawberry
sally,w,bach,11,white,green,blueberry,strawberry,banana
joe,s,smith,64,white,green,lemon,apple,pineapple
tristan,c,smith,5,blonde,blue,strawberry,banana,grape
greg,h,smith,68,brunette,grey,lemon,pineapple,grape
georgia,c,johnson,64,blonde,blue,lemon,blueberry,strawberry
georgia,h,dirac,19,white,grey,blueberry,pineapple,banana
sally,n,johnson,97,brunette,black,apple,lemon,grape
tristan,w,kant,84,brunette,green,strawberry,blueberry,pineapple
mike,k,kant,74,blonde,grey,pineapple,strawberry,lemon
georgia,o,johnson,66,brunette,green,grape,pineapple,strawberry
mike,q,smith,56,blonde,blue,pineapple,lemon,strawberry
hellen,q,bach,71,red,black,lemon,blueberry,strawberry
rose,z,einstein,6,blonde,grey,apple,blueberry,banana
hellen,n,mozart,79,brunette,brown,strawberry,grape,pineapple
nathan,m,carlsen,80,brunette,green,blueberry,grape,apple
peter,e,smith,100,red,black,lemon,strawberry,blueberry
mike,c,smith,19,blonde,brown,strawberry,lemon,grape
rose,l,mozart,10,white,green,pineapple,banana,apple
amy,b,smith,7,red,blue,apple,strawberry,blueberry
tristan,l,carlsen,40,blonde,grey,pineapple,banana,strawberry
joe,a,einstein,48,blonde,brown,apple,grape,lemon
georgia,e,carlsen,34,red,green,banana,strawberry,grape
john,g,bach,25,blonde,brown,lemon,pineapple,banana
rose,t,mozart,56,white,black,lemon,pineapple,banana
mike,l,dirac,80,brunette,blue,apple,strawberry,pineapple
peter,x,bach,37,white,grey,lemon,blueberry,apple
john,z,carlsen,100,red,black,blueberry,lemon,strawberry
mike,c,mozart,92,red,green,blueberry,pineapple,strawberry
rose,q,bach,23,red,blue,apple,strawberry,lemon
carla,d,einstein,10,white,black,strawberry,banana,apple
greg,n,johnson,47,white,green,blueberry,strawberry,pineapple
sally,m,kant,38,white,brown,apple,banana,strawberry
sally,p,einstein,75,red,brown,pineapple,strawberry,grape
mike,w,mozart,24,white,grey,lemon,pineapple,blueberry
nathan,c,bach,3,blonde,black,strawberry,apple,grape
john,e,einstein,64,red,black,blueberry,apple,banana
john,j,bach,4,red,blue,pineapple,grape,banana
john,v,carlsen,93,white,black,apple,banana,strawberry
amy,m,johnson,27,blonde,green,lemon,strawberry,blueberry
georgia,p,smith,28,brunette,green,grape,apple,blueberry
john,n,smith,91,blonde,blue,lemon,strawberry,grape
sally,z,mozart,0,blonde,brown,pineapple,banana,apple
nathan,d,smith,94,blonde,black,lemon,pineapple,apple
carla,n,carlsen,74,white,grey,banana,apple,grape
peter,j,smith,67,blonde,brown,lemon,grape,strawberry
hellen,s,kant,76,brunette,black,blueberry,banana,strawberry
joseph,r,dirac,84,brunette,black,pineapple,blueberry,grape
amy,z,einstein,25,red,blue,blueberry,lemon,apple
joseph,u,carlsen,18,red,blue,grape,lemon,apple
amy,j,mozart,5,blonde,green,blueberry,grape,apple
rose,r,einstein,50,white,brown,apple,banana,grape
amy,x,smith,56,brunette,black,lemon,pineapple,banana
joe,h,johnson,76,blonde,brown,banana,lemon,strawberry
rose,p,carlsen,56,red,brown,apple,lemon,grape
nathan,v,einstein,41,red,brown,apple,pineapple,grape
joseph,o,mozart,59,white,black,banana,lemon,grape
peter,f,mozart,42,white,grey,blueberry,grape,lemon
joseph,l,johnson,18,white,blue,blueberry,banana,lemon
greg,g,dirac,58,white,blue,apple,blueberry,banana
hellen,i,smith,54,white,black,apple,lemon,banana
hellen,f,mozart,99,brunette,black,strawberry,pineapple,blueberry
joseph,g,bach,69,blonde,green,pineapple,banana,strawberry
amy,n,dirac,83,blonde,grey,grape,banana,lemon
joseph,l,mozart,73,white,green,banana,blueberry,pineapple
joseph,d,carlsen,92,red,black,apple,grape,pineapple
greg,k,bach,53,red,black,grape,blueberry,lemon
greg,x,kant,93,brunette,grey,apple,strawberry,grape
sally,y,dirac,18,white,blue,grape,blueberry,apple
hellen,c,mozart,17,white,green,strawberry,apple,banana
greg,q,kant,2,blonde,green,grape,banana,strawberry
carla,x,johnson,45,red,blue,grape,blueberry,banana
hellen,b,carlsen,23,red,grey,banana,apple,grape
sally,k,bach,80,blonde,brown,strawberry,lemon,blueberry
hellen,p,einstein,32,brunette,grey,pineapple,blueberry,banana
carla,u,smith,78,white,blue,apple,blueberry,lemon
nathan,h,dirac,1,blonde,grey,banana,lemon,blueberry
joseph,d,kant,34,brunette,brown,grape,pineapple,banana
mike,s,bach,62,white,grey,grape,apple,lemon
tristan,w,carlsen,23,white,brown,apple,blueberry,pineapple
carla,i,smith,30,red,blue,grape,blueberry,pineapple
joe,g,bach,34,white,brown,grape,blueberry,strawberry
nathan,n,mozart,94,white,blue,lemon,grape,apple
joe,d,smith,11,white,black,pineapple,banana,blueberry
rose,b,kant,48,blonde,blue,strawberry,pineapple,blueberry
georgia,v,einstein,33,blonde,green,strawberry,banana,pineapple
mike,k,smith,95,red,blue,blueberry,banana,grape
mike,m,mozart,94,red,grey,grape,strawberry,pineapple
amy,i,mozart,26,red,grey,grape,pineapple,lemon
greg,i,johnson,77,red,green,lemon,pineapple,grape
georgia,y,dirac,15,blonde,black,banana,lemon,pineapple
georgia,b,smith,85,white,blue,blueberry,grape,banana
amy,n,kant,89,blonde,brown,apple,lemon,strawberry
nathan,e,smith,38,blonde,blue,grape,apple,lemon
greg,n,einstein,70,white,grey,pineapple,apple,grape
rose,z,bach,27,blonde,brown,lemon,banana,grape
joe,t,kant,72,brunette,blue,apple,pineapple,grape
carla,x,dirac,41,brunette,black,strawberry,grape,blueberry
nathan,z,johnson,2,red,blue,grape,banana,strawberry
peter,o,smith,77,blonde,green,lemon,pineapple,banana
tristan,n,dirac,34,brunette,green,banana,pineapple,blueberry
joe,y,dirac,30,white,blue,blueberry,strawberry,grape
joseph,n,kant,77,white,green,blueberry,pineapple,strawberry
hellen,m,bach,48,red,grey,grape,blueberry,lemon
tristan,a,smith,75,brunette,green,strawberry,grape,banana
tristan,t,kant,45,brunette,grey,apple,pineapple,blueberry
joe,b,johnson,70,white,blue,blueberry,banana,strawberry
rose,f,carlsen,10,red,black,blueberry,apple,strawberry
nathan,o,carlsen,83,red,green,blueberry,grape,pineapple
tristan,o,dirac,6,blonde,green,banana,apple,grape
mike,u,smith,25,brunette,black,pineapple,strawberry,banana
john,u,smith,67,red,brown,strawberry,blueberry,apple
amy,e,kant,67,white,blue,grape,pineapple,banana
amy,f,bach,13,white,black,grape,banana,blueberry
hellen,z,dirac,83,brunette,brown,blueberry,strawberry,grape
peter,t,einstein,32,brunette,brown,lemon,blueberry,strawberry
mike,s,einstein,82,white,grey,blueberry,strawberry,lemon
carla,i,mozart,82,blonde,blue,banana,grape,blueberry
hellen,c,smith,71,blonde,green,strawberry,grape,lemon
peter,a,einstein,81,red,black,lemon,strawberry,pineapple
sally,j,kant,3,white,grey,lemon,strawberry,grape
mike,y,johnson,18,white,black,strawberry,pineapple,blueberry
joe,i,dirac,46,brunette,black,pineapple,apple,banana
peter,k,carlsen,9,blonde,green,blueberry,apple,lemon
nathan,h,carlsen,0,red,grey,strawberry,blueberry,apple
mike,d,mozart,64,red,black,pineapple,blueberry,banana
joe,q,johnson,19,red,blue,lemon,pineapple,banana
rose,t,carlsen,84,blonde,blue,grape,banana,apple
john,h,einstein,60,brunette,black,grape,strawberry,pineapple
sally,s,einstein,71,blonde,grey,lemon,grape,strawberry
tristan,a,mozart,93,red,blue,banana,blueberry,strawberry
joseph,o,einstein,0,blonde,blue,blueberry,apple,pineapple
nathan,v,mozart,49,red,green,grape,pineapple,banana
peter,n,kant,3,red,green,pineapple,lemon,grape
mike,u,kant,3,white,green,blueberry,grape,banana
mike,a,einstein,88,brunette,black,pineapple,lemon,blueberry
peter,h,kant,17,red,brown,apple,pineapple,grape
nathan,r,bach,13,blonde,grey,pineapple,grape,apple
joseph,t,smith,16,brunette,brown,pineapple,lemon,banana
rose,g,dirac,69,brunette,black,pineapple,blueberry,strawberry
tristan,v,bach,45,white,blue,blueberry,lemon,apple
john,e,bach,18,red,green,banana,apple,pineapple
amy,t,dirac,70,brunette,grey,strawberry,apple,pineapple
joseph,m,kant,87,brunette,grey,strawberry,apple,pineapple
peter,s,carlsen,74,red,blue,pineapple,apple,lemon
carla,v,carlsen,58,white,green,blueberry,lemon,grape
joseph,s,dirac,21,white,green,grape,lemon,apple
rose,m,dirac,74,red,green,banana,lemon,grape
tristan,r,bach,82,white,brown,lemon,banana,pineapple
sally,h,dirac,6,blonde,brown,banana,grape,strawberry
rose,c,johnson,45,brunette,green,grape,blueberry,pineapple
amy,d,kant,33,brunette,black,banana,lemon,apple
nathan,c,dirac,19,brunette,brown,lemon,blueberry,banana
peter,h,einstein,95,red,green,blueberry,grape,strawberry
rose,n,kant,50,brunette,black,pineapple,grape,lemon
tristan,o,mozart,80,white,black,banana,blueberry,grape
georgia,e,mozart,94,white,black,apple,pineapple,strawberry
amy,t,einstein,49,red,black,banana,pineapple,apple
sally,b,mozart,49,blonde,grey,apple,blueberry,strawberry
amy,e,johnson,47,white,brown,lemon,apple,blueberry
rose,k,mozart,65,red,green,lemon,blueberry,strawberry
amy,c,kant,6,red,grey,banana,strawberry,apple
amy,n,mozart,0,brunette,black,strawberry,blueberry,lemon
hellen,i,carlsen,48,blonde,blue,apple,lemon,grape
joseph,c,kant,17,blonde,green,banana,blueberry,grape
carla,q,kant,96,brunette,brown,pineapple,banana,grape
hellen,l,johnson,84,white,green,strawberry,blueberry,lemon
peter,e,bach,23,blonde,brown,strawberry,blueberry,apple
hellen,a,dirac,51,brunette,brown,apple,grape,strawberry
amy,o,smith,35,red,grey,strawberry,grape,apple
joseph,i,dirac,21,brunette,blue,banana,strawberry,grape
peter,o,carlsen,78,brunette,blue,apple,blueberry,strawberry
nathan,m,dirac,58,white,blue,grape,strawberry,blueberry
joseph,x,mozart,79,blonde,green,blueberry,grape,apple
sally,r,carlsen,54,blonde,brown,pineapple,lemon,grape
amy,v,kant,9,white,black,grape,banana,blueberry
mike,e,johnson,17,white,black,banana,pineapple,lemon
john,l,carlsen,46,white,black,pineapple,blueberry,grape
georgia,t,einstein,35,red,green,banana,lemon,blueberry
amy,x,kant,84,blonde,black,pineapple,strawberry,grape
georgia,v,dirac,15,white,blue,pineapple,strawberry,banana
tristan,l,johnson,66,blonde,grey,strawberry,grape,apple
rose,k,johnson,19,white,green,strawberry,blueberry,apple
greg,j,smith,1,white,grey,pineapple,apple,strawberry
nathan,a,smith,99,red,brown,pineapple,lemon,blueberry
john,u,mozart,20,brunette,blue,apple,banana,grape
joseph,i,einstein,100,white,black,blueberry,banana,grape
greg,j,carlsen,41,white,black,apple,lemon,grape
mike,i,kant,94,white,brown,pineapple,apple,strawberry
mike,a,johnson,96,red,black,banana,pineapple,lemon
mike,v,bach,12,red,brown,blueberry,grape,lemon
mike,h,mozart,70,brunette,brown,lemon,apple,grape
john,b,carlsen,33,blonde,black,strawberry,lemon,pineapple
georgia,u,johnson,43,red,grey,strawberry,banana,pineapple
carla,s,carlsen,73,white,green,lemon,banana,blueberry
joe,v,smith,12,brunette,grey,banana,blueberry,pineapple
